Physics,Chemistry,Math,CS,Statistics,English,Hindi,Regional,PE,Logical,Analytical,ProblemSolving,Numerical,Verbal,Interest_Area,Suggested_Course,Career Options
91,51,97,82,63,70,54,48,48,99,92,91,87,79,Engineering/CS/IT,CSE,"Software Engineer, Full-Stack Developer, Cybersecurity Specialist, Database Administrator, System Analyst, Cloud Engineer, IT Consultant"
92,81,100,55,55,60,41,49,40,78,87,80,89,50,Engineering/CS/IT,Mechanical,"Mechanical Engineer, Automotive Engineer, Robotics Engineer, Production Engineer, Thermal Engineer, Design Engineer (CAD/CAE), Aerospace Engineer"
63,97,88,40,47,79,57,44,45,42,97,40,46,58,Science/Research,B.Sc Chemistry,"Chemist, Pharmaceutical Scientist, Toxicologist, Quality Control Analyst, Chemical Lab Technician, Research Scientist (Chemistry), Analytical Chemist"
52,45,81,87,76,71,57,57,52,88,100,80,54,77,Engineering/CS/IT,BCA,"Software Developer, System Analyst, Web Developer, Database Administrator, IT Project Manager, Cybersecurity Analyst, Cloud Engineer"
80,44,92,50,45,79,50,42,52,89,93,79,46,46,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
90,93,84,46,41,66,59,54,49,48,80,96,96,41,Engineering/CS/IT,Chemical,"Chemical Engineer, Process Engineer, Petroleum Engineer, Food & Chemical Quality Analyst, Pharmaceutical Engineer, Environmental Engineer, Energy Engineer"
75,41,96,99,97,75,41,59,45,81,83,99,79,42,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
100,49,87,42,42,66,44,52,52,83,83,70,57,48,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
90,57,81,50,45,72,47,45,43,83,99,72,41,49,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
85,44,80,50,47,79,55,40,95,75,68,91,88,49,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
81,57,84,46,42,94,42,49,72,42,79,58,90,47,Aviation/Defence,Commercial Pilot Training,"Commercial Pilot, Flight Instructor, Airline Pilot, Charter Pilot, Cargo Pilot, Aviation Safety Officer, Flight Operations Manager"
88,93,95,52,53,64,53,45,87,50,78,92,60,51,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
80,84,92,42,57,69,40,44,51,55,97,94,80,46,Engineering/CS/IT,Chemical,"Chemical Engineer, Process Engineer, Petroleum Engineer, Food & Chemical Quality Analyst, Pharmaceutical Engineer, Environmental Engineer, Energy Engineer"
56,52,81,90,61,72,47,41,52,92,87,93,40,71,Engineering/CS/IT,BCA,"Software Developer, System Analyst, Web Developer, Database Administrator, IT Project Manager, Cybersecurity Analyst, Cloud Engineer"
84,56,100,82,73,68,40,59,57,98,83,80,86,78,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
98,43,85,81,67,60,44,51,44,80,99,88,90,65,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
94,51,98,94,79,71,47,43,58,100,85,52,61,41,Engineering/CS/IT,ECE,"Electronics Engineer, Telecom Engineer, VLSI Design Engineer, Signal Processing Specialist, Embedded Systems Developer, Robotics Engineer, Network Engineer"
93,41,84,54,51,75,49,50,48,88,100,78,44,41,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
89,57,99,49,49,70,47,56,42,63,97,40,100,57,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
97,99,92,51,51,76,46,49,49,70,92,92,85,45,Engineering/CS/IT,Mechanical,"Mechanical Engineer, Automotive Engineer, Robotics Engineer, Production Engineer, Thermal Engineer, Design Engineer (CAD/CAE), Aerospace Engineer"
44,43,95,79,95,61,50,53,52,60,87,53,83,53,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
89,97,93,40,54,60,49,54,44,73,92,80,84,46,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
42,51,96,71,80,62,51,46,40,62,94,47,100,42,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
75,43,90,93,81,71,56,54,58,81,91,84,65,48,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
62,86,87,58,50,69,54,58,48,41,92,48,51,46,Science/Research,B.Sc Chemistry,"Chemist, Pharmaceutical Scientist, Toxicologist, Quality Control Analyst, Chemical Lab Technician, Research Scientist (Chemistry), Analytical Chemist"
90,94,98,41,50,74,43,58,42,76,100,98,97,52,Engineering/CS/IT,Mechanical,"Mechanical Engineer, Automotive Engineer, Robotics Engineer, Production Engineer, Thermal Engineer, Design Engineer (CAD/CAE), Aerospace Engineer"
69,52,98,86,93,70,52,43,57,87,86,90,79,55,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
100,77,94,52,57,60,51,54,41,65,87,55,95,42,Science/Research,B.Sc Physics,"Physicist, Research Scientist, Data Analyst, Medical Physicist, Astrophysicist, Lab Technician, Academician (Professor)"
88,47,80,43,58,65,45,40,59,91,93,75,47,46,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
84,59,95,86,64,66,58,52,49,88,81,45,77,44,Engineering/CS/IT,ECE,"Electronics Engineer, Telecom Engineer, VLSI Design Engineer, Signal Processing Specialist, Embedded Systems Developer, Robotics Engineer, Network Engineer"
87,45,92,54,52,79,58,45,48,65,94,55,87,59,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
87,97,90,44,41,64,47,45,40,78,83,88,80,42,Engineering/CS/IT,EEE,"Electrical Engineer, Electronics Design Engineer, Power Systems Engineer, Control Systems Engineer, Embedded Systems Engineer, Energy Consultant, Telecommunication Engineer"
79,46,87,85,96,68,49,44,46,89,95,82,79,58,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
84,59,80,55,50,70,42,50,48,50,64,92,81,54,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
93,58,99,59,42,66,57,47,43,60,80,52,89,47,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
84,45,93,100,64,64,55,54,54,94,86,46,62,53,Engineering/CS/IT,ECE,"Electronics Engineer, Telecom Engineer, VLSI Design Engineer, Signal Processing Specialist, Embedded Systems Developer, Robotics Engineer, Network Engineer"
81,52,92,49,55,60,54,40,46,57,71,81,87,52,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
90,59,90,85,79,76,49,44,49,82,81,100,95,69,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
84,55,88,80,73,75,51,56,45,93,94,93,84,71,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
80,93,85,40,41,67,52,46,96,51,72,88,73,42,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
78,94,88,50,59,75,58,46,43,56,86,58,58,55,Science/Research,B.Sc Chemistry,"Chemist, Pharmaceutical Scientist, Toxicologist, Quality Control Analyst, Chemical Lab Technician, Research Scientist (Chemistry), Analytical Chemist"
97,88,99,42,48,79,56,53,81,58,79,90,70,40,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
79,86,84,53,53,69,46,44,44,47,98,48,52,43,Science/Research,B.Sc Chemistry,"Chemist, Pharmaceutical Scientist, Toxicologist, Quality Control Analyst, Chemical Lab Technician, Research Scientist (Chemistry), Analytical Chemist"
83,85,97,58,57,62,43,50,59,69,97,90,87,48,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
80,42,85,94,73,65,44,46,58,96,89,95,89,65,Engineering/CS/IT,CSE,"Software Engineer, Full-Stack Developer, Cybersecurity Specialist, Database Administrator, System Analyst, Cloud Engineer, IT Consultant"
90,92,94,56,55,62,56,56,56,64,84,86,94,56,Engineering/CS/IT,EEE,"Electrical Engineer, Electronics Design Engineer, Power Systems Engineer, Control Systems Engineer, Embedded Systems Engineer, Energy Consultant, Telecommunication Engineer"
100,55,81,50,57,69,42,52,56,81,92,62,46,48,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
100,91,92,49,54,78,59,57,88,52,60,90,76,53,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
99,48,98,52,46,77,47,40,99,74,64,86,92,43,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
97,41,98,84,73,62,52,52,44,80,83,93,90,71,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
94,56,93,48,50,75,56,52,50,70,91,55,91,43,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
88,95,93,48,40,60,41,52,56,74,90,96,93,56,Engineering/CS/IT,EEE,"Electrical Engineer, Electronics Design Engineer, Power Systems Engineer, Control Systems Engineer, Embedded Systems Engineer, Energy Consultant, Telecommunication Engineer"
89,81,91,42,53,72,51,48,50,63,84,85,88,49,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
82,76,98,59,55,69,40,44,46,66,96,53,97,53,Science/Research,B.Sc Physics,"Physicist, Research Scientist, Data Analyst, Medical Physicist, Astrophysicist, Lab Technician, Academician (Professor)"
96,47,90,95,61,62,54,40,47,93,86,81,99,69,Engineering/CS/IT,CSE,"Software Engineer, Full-Stack Developer, Cybersecurity Specialist, Database Administrator, System Analyst, Cloud Engineer, IT Consultant"
84,66,96,53,41,65,41,50,41,77,99,57,87,40,Science/Research,B.Sc Physics,"Physicist, Research Scientist, Data Analyst, Medical Physicist, Astrophysicist, Lab Technician, Academician (Professor)"
82,66,88,58,40,78,53,42,59,75,99,55,98,55,Science/Research,B.Sc Physics,"Physicist, Research Scientist, Data Analyst, Medical Physicist, Astrophysicist, Lab Technician, Academician (Professor)"
88,90,84,57,48,63,46,51,52,79,88,96,80,49,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
81,54,86,51,52,75,49,56,40,78,90,55,100,47,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
88,80,90,58,57,61,44,53,80,45,79,88,68,44,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
87,42,91,96,79,64,50,56,48,99,80,94,86,69,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
81,87,83,58,54,74,55,49,57,73,94,91,99,51,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
89,82,96,53,48,76,45,46,40,76,96,84,99,50,Engineering/CS/IT,Mechanical,"Mechanical Engineer, Automotive Engineer, Robotics Engineer, Production Engineer, Thermal Engineer, Design Engineer (CAD/CAE), Aerospace Engineer"
92,56,88,43,58,73,45,47,47,45,73,80,100,51,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
92,59,88,45,54,73,55,49,56,86,83,74,46,40,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
52,45,98,86,62,71,42,56,42,94,97,96,44,69,Engineering/CS/IT,BCA,"Software Developer, System Analyst, Web Developer, Database Administrator, IT Project Manager, Cybersecurity Analyst, Cloud Engineer"
92,91,90,58,49,73,59,57,58,60,93,84,87,44,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
84,47,100,55,43,74,59,56,98,60,64,85,87,55,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
81,81,93,50,48,77,54,41,97,48,74,94,78,50,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
82,74,93,55,50,70,46,58,56,62,97,57,99,41,Science/Research,B.Sc Physics,"Physicist, Research Scientist, Data Analyst, Medical Physicist, Astrophysicist, Lab Technician, Academician (Professor)"
86,54,96,42,51,78,42,50,95,79,61,97,98,49,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
56,59,100,72,85,72,57,46,56,68,97,56,94,53,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
96,40,84,80,75,72,42,44,47,98,92,43,65,43,Engineering/CS/IT,ECE,"Electronics Engineer, Telecom Engineer, VLSI Design Engineer, Signal Processing Specialist, Embedded Systems Developer, Robotics Engineer, Network Engineer"
100,50,82,97,77,63,44,58,57,96,100,92,100,63,Engineering/CS/IT,CSE,"Software Engineer, Full-Stack Developer, Cybersecurity Specialist, Database Administrator, System Analyst, Cloud Engineer, IT Consultant"
84,40,100,55,40,72,52,59,41,43,61,94,98,44,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
95,84,98,57,44,72,57,59,47,47,88,96,93,49,Engineering/CS/IT,Chemical,"Chemical Engineer, Process Engineer, Petroleum Engineer, Food & Chemical Quality Analyst, Pharmaceutical Engineer, Environmental Engineer, Energy Engineer"
81,47,90,41,53,75,50,54,96,79,73,96,87,46,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
91,54,80,55,54,67,43,45,46,63,90,50,90,41,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
94,41,91,44,42,76,55,59,59,67,96,48,88,48,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
89,51,96,97,66,63,42,49,42,89,95,81,100,63,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
87,100,90,41,46,72,57,54,43,70,100,92,97,59,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
61,58,100,94,94,79,54,57,41,84,87,100,69,48,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
53,56,89,68,93,75,58,49,40,67,93,53,89,40,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
73,46,84,99,90,75,46,55,56,86,83,91,78,55,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
54,45,99,64,94,67,43,56,52,77,86,41,84,58,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
70,57,91,89,100,65,47,47,45,89,82,92,71,42,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
91,48,97,47,58,73,52,40,54,86,89,69,52,55,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
92,65,83,51,58,71,57,49,42,75,88,59,83,53,Science/Research,B.Sc Physics,"Physicist, Research Scientist, Data Analyst, Medical Physicist, Astrophysicist, Lab Technician, Academician (Professor)"
74,40,90,80,85,65,42,56,43,92,98,97,62,49,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
87,89,88,55,52,61,58,48,57,66,95,94,89,40,Engineering/CS/IT,Mechanical,"Mechanical Engineer, Automotive Engineer, Robotics Engineer, Production Engineer, Thermal Engineer, Design Engineer (CAD/CAE), Aerospace Engineer"
98,84,97,52,49,67,46,40,44,73,100,91,80,58,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
92,85,83,57,46,73,52,54,94,43,79,92,73,53,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
62,40,84,90,92,67,48,45,41,84,84,84,67,48,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
97,81,82,46,54,73,57,47,93,55,71,99,60,43,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
94,59,82,50,44,100,49,48,72,43,68,49,80,59,Aviation/Defence,Commercial Pilot Training,"Commercial Pilot, Flight Instructor, Airline Pilot, Charter Pilot, Cargo Pilot, Aviation Safety Officer, Flight Operations Manager"
86,87,91,42,54,69,52,51,53,69,84,92,81,43,Engineering/CS/IT,EEE,"Electrical Engineer, Electronics Design Engineer, Power Systems Engineer, Control Systems Engineer, Embedded Systems Engineer, Energy Consultant, Telecommunication Engineer"
92,47,95,44,52,66,42,58,58,91,100,72,59,50,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
58,45,100,65,95,74,52,48,42,69,99,41,80,46,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
90,40,85,50,50,62,46,48,49,88,97,72,55,44,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
97,97,87,58,40,69,55,47,47,62,88,91,88,52,Engineering/CS/IT,EEE,"Electrical Engineer, Electronics Design Engineer, Power Systems Engineer, Control Systems Engineer, Embedded Systems Engineer, Energy Consultant, Telecommunication Engineer"
71,55,89,98,86,64,51,42,43,88,98,94,76,56,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
98,50,86,42,44,60,49,40,98,70,69,87,94,55,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
73,43,96,86,81,76,51,56,41,81,83,97,75,47,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
69,46,98,82,90,62,42,48,47,93,95,97,73,45,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
80,95,97,42,57,74,43,41,59,72,100,96,90,53,Engineering/CS/IT,Mechanical,"Mechanical Engineer, Automotive Engineer, Robotics Engineer, Production Engineer, Thermal Engineer, Design Engineer (CAD/CAE), Aerospace Engineer"
64,90,94,41,53,77,40,44,53,58,86,47,42,51,Science/Research,B.Sc Chemistry,"Chemist, Pharmaceutical Scientist, Toxicologist, Quality Control Analyst, Chemical Lab Technician, Research Scientist (Chemistry), Analytical Chemist"
85,66,80,52,41,61,45,46,41,65,96,53,90,50,Science/Research,B.Sc Physics,"Physicist, Research Scientist, Data Analyst, Medical Physicist, Astrophysicist, Lab Technician, Academician (Professor)"
90,44,85,89,63,63,49,44,40,92,93,95,81,63,Engineering/CS/IT,CSE,"Software Engineer, Full-Stack Developer, Cybersecurity Specialist, Database Administrator, System Analyst, Cloud Engineer, IT Consultant"
82,48,90,58,58,64,40,43,52,73,87,46,96,44,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
84,84,88,41,41,70,47,58,44,65,85,81,91,52,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
100,80,83,59,41,62,43,46,48,77,89,86,87,58,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
86,87,100,45,51,65,56,52,43,66,85,87,99,48,Engineering/CS/IT,Mechanical,"Mechanical Engineer, Automotive Engineer, Robotics Engineer, Production Engineer, Thermal Engineer, Design Engineer (CAD/CAE), Aerospace Engineer"
93,49,90,44,46,69,45,56,52,69,89,59,94,53,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
85,48,98,96,73,73,46,48,45,81,98,91,87,73,Engineering/CS/IT,CSE,"Software Engineer, Full-Stack Developer, Cybersecurity Specialist, Database Administrator, System Analyst, Cloud Engineer, IT Consultant"
100,55,100,47,48,78,57,51,85,79,75,87,91,52,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
70,45,92,92,91,70,58,42,48,95,92,85,71,47,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
81,59,93,53,49,63,48,55,51,47,67,92,98,51,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
89,94,88,52,53,70,47,50,46,77,98,93,84,58,Engineering/CS/IT,EEE,"Electrical Engineer, Electronics Design Engineer, Power Systems Engineer, Control Systems Engineer, Embedded Systems Engineer, Energy Consultant, Telecommunication Engineer"
90,47,84,49,46,72,55,58,44,89,83,70,55,42,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
100,94,100,53,46,77,47,50,48,66,89,93,97,50,Engineering/CS/IT,EEE,"Electrical Engineer, Electronics Design Engineer, Power Systems Engineer, Control Systems Engineer, Embedded Systems Engineer, Energy Consultant, Telecommunication Engineer"
93,47,98,40,53,63,52,57,44,49,78,95,98,47,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
82,53,83,51,47,76,42,43,52,96,100,66,54,42,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
87,40,95,86,75,64,52,41,55,85,80,83,88,77,Engineering/CS/IT,CSE,"Software Engineer, Full-Stack Developer, Cybersecurity Specialist, Database Administrator, System Analyst, Cloud Engineer, IT Consultant"
75,57,80,97,84,72,48,58,46,83,84,83,69,52,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
98,49,94,92,65,70,48,44,58,100,85,52,69,51,Engineering/CS/IT,ECE,"Electronics Engineer, Telecom Engineer, VLSI Design Engineer, Signal Processing Specialist, Embedded Systems Developer, Robotics Engineer, Network Engineer"
46,46,99,83,74,64,58,58,49,80,86,92,58,68,Engineering/CS/IT,BCA,"Software Developer, System Analyst, Web Developer, Database Administrator, IT Project Manager, Cybersecurity Analyst, Cloud Engineer"
82,43,85,53,52,69,58,54,42,59,73,94,80,53,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
87,46,90,47,59,63,41,43,52,83,85,71,58,40,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
92,87,98,59,48,78,41,42,46,67,87,88,88,46,Engineering/CS/IT,Mechanical,"Mechanical Engineer, Automotive Engineer, Robotics Engineer, Production Engineer, Thermal Engineer, Design Engineer (CAD/CAE), Aerospace Engineer"
