Course,Area of Interest,History,Political Science,Sociology,Psychology,Economics,Philosophy,Geography,English,Hindi,Sanskrit,Fine Arts,PE,Logical Reasoning,Memory,Communication,Empathy,Creativity,Critical Thinking,Final Score,Career Options
BA Sanskrit,Classical Studies,40,59,58,40,60,81,54,73,78,90,54,45,59,88,64,59,41,85,69.53,"Sanskrit Scholar, Researcher in Ancient Texts, Translator / Linguist, Teacher / Lecturer, Archaeology / Cultural Studies Specialist"
BA Sanskrit,Classical Studies,58,48,60,45,53,92,50,71,78,98,60,58,52,93,77,51,43,89,71.47,"Sanskrit Scholar, Researcher in Ancient Texts, Translator / Linguist, Teacher / Lecturer, Archaeology / Cultural Studies Specialist"
BA Sanskrit,Classical Studies,43,51,52,43,49,82,54,61,76,85,47,42,57,80,75,46,42,83,65.07,"Sanskrit Scholar, Researcher in Ancient Texts, Translator / Linguist, Teacher / Lecturer, Archaeology / Cultural Studies Specialist"
BA Sanskrit,Classical Studies,44,58,54,47,45,97,58,74,66,89,45,53,56,88,78,44,46,98,70.47,"Sanskrit Scholar, Researcher in Ancient Texts, Translator / Linguist, Teacher / Lecturer, Archaeology / Cultural Studies Specialist"
BA Sanskrit,Classical Studies,46,41,55,52,47,85,45,68,63,90,44,56,59,86,74,54,53,92,67.33,"Sanskrit Scholar, Researcher in Ancient Texts, Translator / Linguist, Teacher / Lecturer, Archaeology / Cultural Studies Specialist"
BA Sanskrit,Classical Studies,52,48,49,43,56,93,57,70,75,80,46,49,48,82,73,54,41,93,68.29,"Sanskrit Scholar, Researcher in Ancient Texts, Translator / Linguist, Teacher / Lecturer, Archaeology / Cultural Studies Specialist"
BA Sanskrit,Classical Studies,46,43,57,44,45,86,54,60,63,80,50,57,53,90,69,56,43,94,67.44,"Sanskrit Scholar, Researcher in Ancient Texts, Translator / Linguist, Teacher / Lecturer, Archaeology / Cultural Studies Specialist"
BA Sanskrit,Classical Studies,60,52,48,50,50,85,40,65,72,84,54,57,59,93,74,44,43,81,66.58,"Sanskrit Scholar, Researcher in Ancient Texts, Translator / Linguist, Teacher / Lecturer, Archaeology / Cultural Studies Specialist"
BA Sanskrit,Classical Studies,49,55,49,57,56,100,52,60,60,94,40,45,52,80,64,48,56,95,66.82,"Sanskrit Scholar, Researcher in Ancient Texts, Translator / Linguist, Teacher / Lecturer, Archaeology / Cultural Studies Specialist"
BA Sanskrit,Classical Studies,56,54,40,51,44,85,40,60,69,89,42,56,58,90,77,41,48,96,67.31,"Sanskrit Scholar, Researcher in Ancient Texts, Translator / Linguist, Teacher / Lecturer, Archaeology / Cultural Studies Specialist"
BA Sanskrit,Classical Studies,43,56,56,51,59,97,42,70,77,83,56,57,44,93,69,54,40,95,68.76,"Sanskrit Scholar, Researcher in Ancient Texts, Translator / Linguist, Teacher / Lecturer, Archaeology / Cultural Studies Specialist"
BA Fine Arts,Visual & Performing Arts,79,45,55,41,40,48,51,96,54,58,89,71,53,48,92,62,100,53,70.44,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,69,55,46,43,59,50,55,99,43,56,92,70,42,48,85,80,90,55,70.13,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,64,53,56,42,43,55,55,100,43,58,96,72,40,51,83,70,84,41,68.36,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,67,45,60,48,52,50,55,95,41,49,91,67,50,49,92,76,86,42,69.36,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,72,58,46,48,58,52,47,97,41,57,97,70,40,53,95,70,80,46,69.09,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,73,54,53,60,50,55,58,96,45,50,96,68,57,56,91,64,90,43,68.11,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,62,56,46,43,52,51,40,100,58,60,99,77,50,59,82,76,91,49,68.56,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,74,44,43,60,59,58,60,83,54,56,91,62,49,54,89,77,80,42,70.44,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,71,40,42,42,44,58,40,83,43,56,93,77,40,55,82,80,88,43,67.87,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,64,50,60,48,42,45,50,88,54,42,80,79,58,53,96,73,96,53,68.47,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,75,40,52,45,56,51,58,85,46,40,80,64,45,55,95,73,80,52,68.33,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,69,49,48,52,42,57,59,81,56,58,92,72,40,41,80,64,82,46,66.76,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,77,60,46,40,44,56,47,94,59,43,81,64,40,44,85,61,80,43,64.49,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,60,40,47,59,55,60,52,97,59,49,91,60,49,48,82,78,88,49,69.51,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,75,57,53,42,41,40,57,88,52,41,86,75,60,58,94,70,80,60,67.38,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,79,47,49,44,48,40,41,98,53,59,89,68,49,45,96,65,83,59,65.82,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,78,57,43,47,56,44,52,80,52,43,93,62,44,46,80,71,90,47,65.22,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,61,58,59,59,53,40,49,95,43,50,95,79,40,55,98,80,88,48,68.71,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,76,51,52,47,55,57,40,80,51,45,88,64,55,57,96,77,80,58,67.58,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,62,44,47,58,57,57,60,80,54,57,86,75,55,54,85,68,86,53,68.58,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,80,55,45,55,59,55,51,96,44,52,87,64,51,48,82,62,80,57,68.11,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,68,48,57,57,46,43,52,96,41,53,82,64,53,42,86,77,92,49,67.56,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,75,48,41,44,56,43,56,88,59,41,97,80,50,52,87,60,96,51,66.56,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,80,52,48,46,44,44,56,88,45,58,95,80,41,49,95,64,94,52,68.67,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,72,54,53,47,50,57,43,89,40,44,92,60,47,42,82,66,83,42,66.04,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,67,42,46,57,50,50,56,85,47,40,89,78,42,43,90,74,80,48,66.18,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,78,52,55,43,40,59,52,80,44,44,93,73,47,43,86,79,98,54,66.38,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,78,48,60,52,53,53,49,95,44,45,81,72,52,58,97,78,80,47,69.76,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,61,47,45,55,50,56,58,90,47,43,90,67,48,41,95,65,100,60,69.29,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,67,53,55,51,44,58,57,88,41,59,91,61,49,40,83,71,88,43,66.44,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,65,40,49,53,57,45,57,99,55,54,95,67,52,50,86,76,97,58,69.73,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,74,40,55,44,42,49,58,84,46,53,82,72,52,49,81,65,87,43,66.02,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,74,47,46,53,58,53,52,100,40,58,80,63,49,42,99,68,82,45,66.29,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,71,40,55,44,48,49,52,94,51,44,84,77,51,42,86,76,98,57,65.73,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,64,41,40,46,50,50,57,96,41,46,86,69,60,42,91,62,90,51,64.69,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,75,59,57,43,45,60,54,80,42,44,96,73,48,42,92,62,90,41,67.82,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,72,58,55,57,46,52,43,88,49,48,86,74,47,58,90,64,81,49,68.64,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,72,47,48,50,50,55,49,91,45,51,89,77,57,43,88,66,97,47,67.87,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,66,48,47,42,56,41,54,93,57,55,99,63,59,45,85,70,96,42,68.09,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,62,55,54,50,57,54,44,95,55,56,88,62,59,52,82,66,85,48,68.16,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,74,60,59,42,49,40,58,98,52,51,80,78,55,54,95,70,85,50,67.51,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,74,40,46,40,56,48,52,90,59,45,80,66,51,59,98,76,83,42,65.11,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,77,60,54,47,40,59,53,83,44,52,94,65,40,58,92,65,94,55,69.31,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,69,48,48,56,56,56,51,92,51,53,89,78,41,43,98,66,94,54,67.8,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,62,45,55,41,46,50,46,83,59,46,83,71,44,58,84,78,100,42,66.58,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,66,56,48,60,48,49,52,94,44,42,87,79,49,52,82,67,88,60,68.11,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,70,41,57,48,41,41,42,95,58,43,97,79,57,49,90,76,99,55,70.38,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,72,41,41,53,43,56,52,83,42,51,87,61,45,49,91,80,89,49,64.62,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,79,49,48,59,58,53,41,84,59,47,86,65,50,51,97,78,89,60,69.84,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Fine Arts,Visual & Performing Arts,62,57,54,45,49,51,46,96,40,57,94,78,40,44,94,62,80,47,66.91,"Artist / Painter / Sculptor, Graphic / Creative Designer, Art Curator / Gallery Manager, Art Teacher / Lecturer, Illustrator"
BA Journalism & Mass Communication,Media & Journalism,58,91,72,60,58,45,47,83,44,46,43,59,43,54,100,44,88,61,65.91,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,56,95,76,79,41,50,41,80,41,48,41,54,49,54,89,56,88,77,66.16,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,48,95,63,75,58,40,45,89,55,43,52,55,59,45,90,42,99,69,65.87,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,59,90,71,73,47,50,43,86,49,58,43,41,60,57,93,55,90,69,69.6,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,53,83,78,61,46,48,58,95,55,57,60,60,50,46,88,43,92,63,70.09,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,41,88,71,61,45,44,44,99,44,43,48,49,55,49,89,58,89,65,67.29,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,44,85,74,78,57,43,47,95,58,59,42,49,41,43,85,50,93,75,69.69,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,58,81,76,68,56,54,46,98,42,40,43,57,47,58,85,40,87,60,68.31,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,50,100,74,70,58,60,49,91,40,46,56,49,45,56,97,44,97,76,70.47,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,47,92,75,70,45,42,40,97,44,52,49,44,53,56,80,41,86,69,67.89,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,46,95,64,71,56,55,59,95,58,54,51,60,49,41,86,52,82,74,67.02,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,42,89,74,65,59,54,60,86,60,44,43,57,42,56,97,57,81,72,69.38,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,44,82,64,64,44,42,42,99,57,59,43,40,55,47,96,47,86,67,67.91,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,51,95,71,78,49,46,51,99,44,55,48,46,59,53,90,46,89,68,67.18,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,55,89,78,76,48,52,40,81,52,48,46,55,58,46,85,57,98,70,68.6,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,49,92,71,80,49,59,57,83,44,44,51,42,47,41,97,48,92,66,67.22,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,48,94,64,71,40,51,45,98,58,55,58,42,49,57,92,57,82,62,68.11,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,59,86,67,68,53,44,60,98,60,55,51,60,43,47,86,54,85,64,69.27,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,60,92,69,77,43,47,50,96,57,60,50,55,51,52,95,60,80,75,70.76,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,45,91,67,66,41,51,60,93,55,50,59,48,49,56,91,45,98,70,68.04,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,60,85,75,79,55,45,44,100,43,41,45,48,56,53,86,58,80,79,69.11,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,57,82,77,61,49,50,42,86,47,58,57,52,52,58,91,56,91,72,68.78,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,58,93,66,72,45,58,58,83,58,48,55,43,45,47,95,44,100,69,68.93,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,53,86,79,65,46,44,60,97,51,45,40,43,58,51,94,42,99,67,67.78,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,55,88,62,64,59,53,54,85,43,47,58,44,52,55,80,52,90,80,67.22,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,47,93,72,62,43,59,54,94,60,52,48,49,51,53,80,53,93,67,69.22,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,53,80,75,77,46,54,56,98,52,48,54,42,40,55,87,52,87,76,68.91,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,60,100,66,74,55,58,45,80,51,57,55,51,59,52,87,40,100,66,70.18,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,52,92,68,74,43,52,51,84,46,47,44,48,53,51,83,59,87,76,66.73,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,60,80,79,61,43,60,40,86,40,48,42,51,58,54,95,49,85,76,69.2,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,56,100,78,77,50,46,49,86,44,51,55,60,57,42,99,54,84,72,71.16,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,51,100,64,65,46,49,55,87,48,43,60,60,47,46,94,60,82,76,68.36,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,48,84,69,74,53,43,60,99,41,51,40,59,44,45,90,47,86,63,65.71,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,55,99,74,73,51,51,55,94,52,50,56,60,54,53,89,51,95,74,70.51,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,43,88,80,79,48,60,59,90,50,46,60,49,43,44,84,50,88,75,68.09,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,43,81,73,62,57,60,45,90,60,57,51,44,48,59,97,58,82,68,67.04,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,56,96,61,68,48,44,54,94,42,58,42,45,43,52,92,50,84,60,66.0,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,56,80,62,74,60,49,47,91,54,48,49,59,48,54,100,60,80,61,69.91,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,53,87,65,71,54,53,60,80,50,42,58,57,59,41,86,47,98,74,68.24,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,40,85,72,73,42,50,42,98,49,54,50,54,52,44,83,52,88,76,65.27,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,44,95,66,60,51,60,50,91,58,51,51,53,41,41,83,59,95,69,68.09,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,41,82,78,65,58,60,59,98,47,53,49,42,45,54,97,53,98,69,69.82,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,43,81,62,66,55,49,58,96,58,44,59,52,52,50,90,55,94,76,70.07,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,58,83,64,66,41,40,51,89,47,40,51,41,49,56,82,46,91,67,67.0,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,51,82,76,68,49,45,40,91,44,52,54,50,47,44,81,51,81,75,68.04,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,42,89,78,67,46,40,51,84,55,43,56,60,41,51,80,51,91,71,68.31,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,56,99,70,72,47,49,47,99,47,48,46,53,41,50,87,52,100,74,66.93,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,53,94,61,78,51,59,43,82,44,42,54,58,41,51,84,56,93,69,65.87,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,43,85,75,66,54,60,59,90,60,40,44,52,60,53,88,56,94,80,68.71,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Journalism & Mass Communication,Media & Journalism,51,85,80,75,44,48,53,87,53,51,49,59,59,60,92,58,94,67,71.78,"Journalist / Reporter, News Anchor / Editor, PR / Media Relations Officer, Advertising & Branding Executive, Digital Media Specialist"
BA Public Administration,Public Policy,69,82,100,42,44,55,56,65,59,59,55,41,99,54,97,40,58,71,68.33,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,65,91,86,57,53,47,59,73,44,48,47,41,95,52,86,55,46,73,68.29,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,71,80,80,51,59,60,54,63,46,55,42,46,85,55,87,45,49,75,67.02,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,72,85,80,60,58,51,45,77,52,46,52,60,87,60,96,48,59,72,67.76,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,63,81,83,57,44,58,49,77,60,49,44,56,92,56,88,51,53,73,67.8,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
