Course,Physics,Chemistry,Biology,Math,English,Hindi,Psychology,CS,Logical Reasoning,Analytical Thinking,Critical Thinking,Problem-Solving,Communication,Creativity,Research Skills,Numerical Aptitude,Empathy,Attention to Detail,Career Option
B.Sc. Microbiology,77,82,96,49,68,56,48,69,46,67,92,48,49,40,81,49,54,51,Industrial Microbiologist
B.Sc. Microbiology,73,82,85,49,76,60,47,80,51,80,88,53,52,40,85,48,41,47,Microbiologist
B.Sc. Microbiology,71,90,100,43,79,57,47,79,54,72,99,43,47,55,100,55,47,53,Environmental Microbiologist
B.Sc. Microbiology,66,98,91,51,61,40,49,66,42,64,91,42,42,60,81,41,60,46,Medical Laboratory Scientist
B.Sc. Microbiology,60,93,81,41,75,53,59,77,59,74,82,52,43,54,86,57,55,58,Medical Laboratory Scientist
B.Sc. Microbiology,61,90,90,55,80,48,42,70,49,60,92,57,44,59,97,59,58,50,Clinical Microbiologist
B.Sc. Microbiology,62,80,81,42,61,60,41,73,55,77,97,54,53,43,96,48,53,54,Medical Laboratory Scientist
B.Sc. Microbiology,75,80,95,46,66,46,48,60,55,62,85,55,45,47,94,49,55,49,Industrial Microbiologist
B.Sc. Microbiology,63,86,85,47,61,55,60,80,53,71,87,56,45,44,84,43,59,47,Microbiologist
B.Sc. Microbiology,78,83,95,48,65,42,44,63,58,73,92,54,43,58,83,54,47,60,Medical Laboratory Scientist
B.Sc. Microbiology,79,81,97,42,74,50,43,60,60,65,80,45,47,56,84,44,46,56,Microbiologist
B.Sc. Microbiology,78,84,92,43,74,49,50,76,52,72,97,58,50,40,87,52,50,43,Environmental Microbiologist
B.Sc. Microbiology,68,99,93,47,75,45,60,63,53,68,84,54,58,48,92,59,42,44,Environmental Microbiologist
B.Sc. Microbiology,72,100,91,41,73,54,48,74,49,66,94,47,46,46,81,58,44,58,Industrial Microbiologist
B.Sc. Microbiology,77,80,94,45,67,60,45,68,47,65,91,45,42,41,82,56,53,58,Environmental Microbiologist
B.Sc. Microbiology,69,81,85,56,61,50,53,69,55,73,100,53,48,40,99,46,52,57,Environmental Microbiologist
B.Sc. Microbiology,67,87,92,45,77,51,54,77,56,70,91,44,49,40,95,59,41,56,Clinical Microbiologist
B.Sc. Microbiology,72,90,89,56,77,47,49,74,50,77,97,46,49,42,89,59,52,52,Vaccine Researcher
B.Sc. Microbiology,76,92,89,46,80,48,58,71,44,68,88,50,54,43,82,50,43,58,Environmental Microbiologist
B.Sc. Microbiology,65,85,97,40,65,51,41,77,52,65,88,50,53,60,93,51,57,46,Food & Beverage Microbiologist
B.Sc. Microbiology,62,94,93,45,67,58,54,78,46,65,86,53,47,58,100,55,49,45,Medical Laboratory Scientist
B.Sc. Microbiology,73,100,89,45,78,52,60,61,60,72,82,50,53,59,83,40,49,54,Environmental Microbiologist
B.Sc. Microbiology,73,95,91,45,75,51,58,74,49,70,84,58,60,60,81,51,49,55,Clinical Microbiologist
B.Sc. Microbiology,74,81,98,58,61,49,45,74,45,61,87,47,48,48,81,48,59,41,Microbiologist
B.Sc. Microbiology,63,89,95,55,65,45,57,70,46,60,89,40,47,41,99,58,42,45,Food & Beverage Microbiologist
B.Sc. Microbiology,64,80,100,59,75,43,42,79,58,72,99,58,51,52,88,49,42,46,Clinical Microbiologist
B.Sc. Microbiology,70,94,85,41,77,44,60,60,57,68,91,45,46,56,88,57,46,52,Industrial Microbiologist
B.Sc. Microbiology,67,84,88,48,73,60,46,72,54,70,85,51,42,47,93,53,44,56,Environmental Microbiologist
B.Sc. Microbiology,67,93,84,45,62,57,51,60,52,80,97,54,40,54,89,56,41,51,Vaccine Researcher
B.Sc. Microbiology,80,89,100,49,71,42,57,64,49,77,84,43,59,60,89,54,49,40,Environmental Microbiologist
B.Sc. Microbiology,64,86,85,52,78,45,45,72,58,61,84,59,59,51,97,40,51,57,Industrial Microbiologist
B.Sc. Microbiology,65,87,90,53,73,55,44,71,44,65,96,49,56,59,92,55,51,45,Clinical Microbiologist
B.Sc. Microbiology,73,83,88,51,80,58,57,68,55,79,96,48,56,48,89,56,59,43,Environmental Microbiologist
B.Sc. Microbiology,60,97,85,58,69,45,53,69,46,78,94,41,40,56,92,40,42,47,Environmental Microbiologist
B.Sc. Microbiology,68,83,100,48,77,50,53,68,57,60,84,51,42,47,90,46,41,54,Vaccine Researcher
B.Sc. Microbiology,77,95,82,46,66,45,53,60,50,65,84,60,51,58,100,45,48,49,Environmental Microbiologist
B.Sc. Microbiology,77,83,84,49,70,51,60,72,54,64,98,53,47,50,93,51,58,47,Industrial Microbiologist
B.Sc. Microbiology,61,83,85,41,68,53,52,67,59,68,85,51,54,47,84,43,49,41,Industrial Microbiologist
B.Sc. Microbiology,76,92,88,49,69,60,46,64,53,79,84,47,54,50,93,41,50,45,Industrial Microbiologist
B.Sc. Microbiology,68,88,91,53,67,44,54,75,46,61,94,42,43,59,94,54,44,44,Vaccine Researcher
B.Sc. Microbiology,61,80,90,58,70,50,56,77,45,70,97,49,58,44,85,50,47,55,Industrial Microbiologist
B.Sc. Microbiology,74,90,83,42,77,50,58,66,46,75,91,58,52,44,89,57,49,58,Food & Beverage Microbiologist
B.Sc. Microbiology,61,83,82,42,80,41,46,77,55,66,87,40,53,55,82,43,46,56,Industrial Microbiologist
B.Sc. Microbiology,64,94,82,56,71,56,50,77,40,62,96,46,57,54,99,57,53,49,Microbiologist
B.Sc. Microbiology,60,90,86,43,60,46,50,62,46,65,100,41,49,42,85,46,58,41,Industrial Microbiologist
B.Sc. Microbiology,74,83,98,50,63,45,54,75,41,64,87,51,45,54,89,41,45,43,Medical Laboratory Scientist
B.Sc. Biochemistry,62,92,91,42,74,53,58,73,50,90,59,75,40,46,98,42,56,46,Research Scientist
B.Sc. Biochemistry,74,99,99,59,69,45,51,74,50,86,42,64,46,45,85,42,47,57,Clinical Biochemist
B.Sc. Biochemistry,64,86,92,57,65,53,46,70,48,100,47,72,42,47,84,58,53,58,Food & Nutrition Biochemist
B.Sc. Biochemistry,68,80,94,53,61,40,42,62,52,100,52,74,42,48,93,40,50,45,Biomedical Analyst
B.Sc. Biochemistry,74,85,86,50,60,49,45,68,40,92,42,64,54,43,89,60,41,53,Biochemist
B.Sc. Biochemistry,68,82,96,51,66,45,42,74,56,98,43,70,48,48,87,52,51,41,Biochemist
B.Sc. Biochemistry,62,84,87,48,60,60,55,64,57,88,54,72,41,40,95,58,42,45,Clinical Biochemist
B.Sc. Biochemistry,65,88,84,53,78,52,51,60,42,91,41,60,42,52,87,40,45,60,Food & Nutrition Biochemist
B.Sc. Biochemistry,73,81,84,60,77,49,43,67,51,82,47,71,58,60,86,53,60,52,Toxicologist
B.Sc. Biochemistry,76,93,87,60,62,60,45,74,55,94,49,76,55,55,89,55,48,41,Food & Nutrition Biochemist
B.Sc. Biochemistry,78,85,90,60,60,58,53,80,48,84,52,64,50,58,93,47,42,50,Clinical Biochemist
B.Sc. Biochemistry,68,91,87,49,65,53,52,67,41,99,60,77,51,48,90,52,60,53,Toxicologist
B.Sc. Biochemistry,75,97,84,53,76,40,48,62,53,83,46,69,41,47,94,42,50,42,Food & Nutrition Biochemist
B.Sc. Biochemistry,77,90,82,52,79,60,60,69,51,82,57,66,55,40,80,43,41,60,Biochemist
B.Sc. Biochemistry,76,91,89,59,74,43,45,61,50,96,51,65,52,47,83,58,46,55,Research Scientist
B.Sc. Biochemistry,61,91,83,50,70,52,58,72,50,89,40,66,55,41,83,53,43,41,Research Scientist
B.Sc. Biochemistry,62,99,84,41,79,48,58,61,55,83,47,74,58,58,95,52,40,55,Biomedical Analyst
B.Sc. Biochemistry,80,87,84,52,80,45,49,60,42,95,55,67,56,43,85,55,59,58,Biomedical Analyst
B.Sc. Biochemistry,73,87,80,53,76,45,57,66,44,82,42,64,49,52,97,55,60,56,Biomedical Analyst
B.Sc. Biochemistry,77,98,97,48,79,40,45,68,47,94,47,77,46,60,85,55,49,47,Toxicologist
B.Sc. Biochemistry,66,83,91,41,71,42,41,77,48,92,55,62,47,59,88,51,54,57,Food & Nutrition Biochemist
B.Sc. Biochemistry,62,96,92,60,62,56,56,72,52,80,40,61,57,57,91,54,47,40,Pharma Quality Analyst
B.Sc. Biochemistry,73,92,94,47,61,60,41,68,57,89,42,76,46,44,97,46,59,40,Toxicologist
B.Sc. Biochemistry,77,95,80,51,62,55,60,68,44,93,59,77,46,47,88,47,60,58,Food & Nutrition Biochemist
B.Sc. Biochemistry,61,83,99,53,78,42,57,70,60,81,48,74,46,46,90,54,43,54,Research Scientist
B.Sc. Biochemistry,60,95,81,52,76,57,56,64,49,84,59,62,49,53,80,50,45,51,Biochemist
B.Sc. Biochemistry,68,95,98,53,60,57,57,71,45,87,50,78,55,44,89,46,55,43,Research Scientist
B.Sc. Biochemistry,63,88,94,41,75,42,53,63,58,82,53,78,49,45,80,56,41,52,Clinical Biochemist
B.Sc. Biochemistry,77,94,93,54,65,55,42,72,53,87,42,63,56,50,88,40,60,58,Food & Nutrition Biochemist
B.Sc. Biochemistry,78,88,89,50,71,47,40,69,41,83,45,69,59,59,84,59,56,52,Food & Nutrition Biochemist
B.Sc. Biochemistry,67,97,87,43,69,52,58,72,41,98,46,65,47,49,85,57,60,52,Biochemist
B.Sc. Biochemistry,69,82,90,41,63,47,58,78,42,82,57,66,57,54,92,51,51,57,Research Scientist
B.Sc. Biochemistry,68,83,83,57,77,57,52,78,42,91,51,65,51,53,96,44,42,56,Biomedical Analyst
B.Sc. Biochemistry,70,86,98,50,76,41,50,63,60,99,58,63,43,54,92,57,45,54,Biomedical Analyst
B.Sc. Biochemistry,75,82,92,52,68,45,53,67,49,97,59,70,41,54,83,50,53,60,Clinical Biochemist
B.Sc. Biochemistry,73,96,85,53,67,48,56,65,47,80,42,73,50,41,88,55,46,48,Clinical Biochemist
B.Sc. Biochemistry,65,98,96,58,60,43,54,68,49,96,50,73,51,56,92,48,40,40,Research Scientist
B.Sc. Biochemistry,61,89,81,58,80,41,47,80,44,97,58,62,56,56,100,43,56,55,Biochemist
B.Sc. Biochemistry,65,99,91,47,65,45,44,76,51,81,46,75,49,49,96,51,53,50,Toxicologist
B.Sc. Biochemistry,80,85,84,44,71,50,46,74,60,94,58,62,56,42,85,60,56,50,Toxicologist
B.Sc. Biochemistry,60,90,88,58,63,60,52,76,42,89,53,71,43,59,86,46,49,49,Biochemist
B.Sc. Biochemistry,77,92,82,45,80,60,51,67,46,84,46,78,49,40,84,57,47,58,Toxicologist
B.Sc. Biochemistry,68,96,84,53,78,59,49,62,44,100,44,69,46,57,92,42,42,42,Pharma Quality Analyst
B.Sc. Biochemistry,60,86,89,53,69,49,42,77,49,84,58,66,43,43,97,57,49,41,Food & Nutrition Biochemist
B.Sc. Biochemistry,65,84,97,46,74,49,48,75,42,97,55,75,44,60,80,45,44,48,Pharma Quality Analyst
B.Sc. Biochemistry,74,81,87,55,78,50,48,64,40,87,52,66,41,54,97,58,54,58,Research Scientist
B.Sc. Biochemistry,60,82,94,52,79,45,49,80,52,83,46,67,46,45,86,51,43,53,Biochemist
B.Sc. Biochemistry,68,89,89,46,78,59,55,67,50,97,46,77,43,50,99,58,60,47,Toxicologist
B.Sc. Biochemistry,77,89,91,59,64,59,56,69,52,91,49,78,59,53,98,53,45,51,Clinical Biochemist
B.Sc. Biochemistry,80,94,82,47,80,54,51,70,56,82,50,66,45,44,85,57,46,55,Biochemist
B.Sc. Biochemistry,65,100,88,51,77,42,49,70,45,87,59,67,46,40,87,41,45,57,Pharma Quality Analyst
B.Sc. Biochemistry,66,81,80,41,64,57,43,68,55,90,54,60,42,47,86,50,60,59,Clinical Biochemist
B.Sc. Biochemistry,70,88,86,59,79,60,56,74,49,95,50,65,46,57,100,40,41,60,Toxicologist
B.Sc. Biochemistry,77,85,89,57,61,53,42,76,58,88,59,73,59,42,80,42,46,42,Pharma Quality Analyst
B.Sc. Biochemistry,72,95,91,43,75,42,42,78,46,88,58,78,57,47,97,49,56,53,Pharma Quality Analyst
B.Sc. Biochemistry,72,86,100,59,65,52,53,70,49,90,49,65,53,46,100,42,42,41,Biomedical Analyst
B.Sc. Biochemistry,80,82,91,50,61,60,52,80,46,94,41,60,52,56,98,59,59,42,Research Scientist
B.Sc. Biochemistry,78,95,80,57,78,55,51,72,48,98,48,77,55,54,90,41,46,58,Clinical Biochemist
B.Sc. Biochemistry,73,84,92,59,79,42,60,73,53,96,40,72,60,54,90,41,47,60,Toxicologist
B.Sc. Biochemistry,60,94,96,54,79,45,52,67,45,88,47,60,52,50,84,55,60,49,Clinical Biochemist
B.Sc. Biochemistry,68,91,85,51,72,42,55,75,51,84,40,76,40,59,92,59,46,50,Food & Nutrition Biochemist
B.Sc. Biochemistry,73,80,84,60,73,41,42,65,55,98,46,61,49,40,92,60,59,47,Pharma Quality Analyst
B.Sc. Biochemistry,64,80,98,57,77,45,58,78,59,82,42,62,48,47,94,40,47,42,Toxicologist
B.Sc. Biochemistry,74,82,91,51,73,47,47,78,57,92,42,79,47,42,87,40,53,51,Biochemist
B.Sc. Biochemistry,70,88,84,57,62,48,59,72,52,81,42,74,51,56,98,42,50,42,Food & Nutrition Biochemist
B.Sc. Biochemistry,69,96,95,52,78,40,41,74,51,83,53,72,50,48,82,42,55,50,Biomedical Analyst
B.Sc. Biochemistry,70,82,92,46,60,40,56,70,43,100,53,61,50,58,85,47,58,41,Toxicologist
B.Sc. Biochemistry,68,91,99,45,74,50,47,80,52,80,49,78,56,52,86,43,42,51,Biochemist
B.Sc. Biochemistry,75,86,81,49,77,58,47,61,45,96,48,70,41,46,86,55,45,43,Biomedical Analyst
B.Sc. Biochemistry,63,88,92,49,71,50,50,76,46,100,58,70,56,40,88,42,44,60,Pharma Quality Analyst
B.Sc. Biochemistry,76,91,80,44,75,48,40,75,59,87,60,61,51,45,96,40,44,57,Biochemist
B.Sc. Biochemistry,77,82,91,50,64,42,49,70,48,96,40,77,52,53,86,47,57,48,Food & Nutrition Biochemist
B.Sc. Biochemistry,79,80,99,48,74,42,55,73,48,84,54,79,48,51,93,42,43,59,Clinical Biochemist
B.Sc. Biochemistry,80,82,96,46,77,57,45,60,56,92,43,80,40,55,84,43,56,60,Toxicologist
B.Sc. Biochemistry,64,93,82,49,64,43,46,64,40,97,47,71,48,56,94,58,53,49,Toxicologist
B.Sc. Biochemistry,70,86,83,51,63,59,53,70,57,92,58,62,60,44,82,47,54,56,Biochemist
B.Sc. Biochemistry,74,98,99,53,61,57,54,70,53,93,49,66,41,53,98,44,56,48,Biochemist
B.Sc. Biochemistry,74,96,98,40,67,47,57,77,47,95,60,76,43,43,93,45,46,46,Food & Nutrition Biochemist
B.Sc. Biochemistry,75,97,84,56,60,54,42,74,48,85,60,68,41,47,96,40,43,60,Clinical Biochemist
B.Sc. Biochemistry,74,100,90,41,70,57,43,61,52,100,48,74,51,56,98,57,40,52,Biochemist
B.Sc. Biochemistry,80,100,92,58,70,45,43,65,43,100,41,66,44,53,87,48,59,41,Clinical Biochemist
B.Sc. Biochemistry,66,84,100,48,71,55,42,78,60,97,45,65,55,42,87,53,42,56,Food & Nutrition Biochemist
B.Sc. Biochemistry,61,87,98,41,73,56,52,67,56,98,58,79,59,41,93,53,44,59,Research Scientist
B.Sc. Biochemistry,76,84,91,53,73,58,48,77,53,80,47,69,41,40,86,45,56,54,Biochemist
B.Sc. Biochemistry,65,96,94,53,78,57,51,60,49,100,51,69,50,57,94,49,54,59,Biochemist
B.Sc. Biochemistry,61,90,94,58,78,45,41,64,53,80,57,77,57,55,88,49,48,58,Biomedical Analyst
B.Sc. Biochemistry,70,100,100,45,77,57,50,78,58,84,51,63,49,59,97,48,57,44,Research Scientist
B.Sc. Biochemistry,63,96,80,45,77,46,47,71,57,92,45,70,56,48,94,55,41,44,Pharma Quality Analyst
B.Sc. Biochemistry,75,100,98,52,64,45,59,61,57,93,58,64,52,56,81,51,41,54,Research Scientist
B.Sc. Biochemistry,74,95,81,53,79,43,46,78,51,88,43,66,60,48,89,47,55,48,Clinical Biochemist
B.Sc. Biochemistry,73,87,95,45,62,58,58,70,44,90,45,75,42,60,90,51,48,54,Toxicologist
B.Sc. Biochemistry,61,81,91,49,71,58,48,72,40,97,55,73,45,44,97,57,54,59,Research Scientist
B.Sc. Biochemistry,60,98,86,60,71,43,43,73,56,93,58,74,41,59,100,52,59,51,Research Scientist
B.Sc. Biochemistry,64,88,93,58,72,57,60,74,44,83,58,65,42,51,91,59,42,45,Biochemist
B.Sc. Biochemistry,68,87,85,58,75,52,58,67,60,84,44,64,45,60,96,57,44,58,Biomedical Analyst
B.Sc. Biochemistry,61,92,96,57,70,55,60,65,48,97,59,75,41,56,82,40,41,59,Toxicologist
B.Sc. Biochemistry,73,97,94,41,62,57,49,72,60,98,50,74,48,45,82,51,53,56,Toxicologist
B.Sc. Biochemistry,62,96,96,43,68,57,59,60,58,92,49,77,40,49,82,50,52,55,Pharma Quality Analyst
B.Sc. Biochemistry,70,85,93,40,74,40,41,75,58,93,58,76,42,53,97,42,47,58,Research Scientist
B.Sc. Biochemistry,67,88,87,41,79,59,47,72,41,90,54,78,42,44,92,50,49,48,Biomedical Analyst
B.Sc. Genetics,66,90,97,41,78,51,60,64,46,63,85,44,56,41,93,45,46,43,Genetic Counselor
B.Sc. Genetics,80,89,95,44,77,41,46,70,57,61,99,49,50,40,91,41,43,57,Molecular Biologist
B.Sc. Genetics,75,92,97,42,74,45,57,74,52,69,85,53,58,57,80,58,40,60,Genomics Data Analyst
B.Sc. Genetics,68,96,90,47,60,43,48,69,41,70,94,60,46,56,87,51,57,60,Cytogeneticist
B.Sc. Genetics,77,96,100,41,65,42,44,63,50,75,87,45,41,49,81,49,43,58,Clinical Geneticist
B.Sc. Genetics,76,96,93,57,69,41,51,75,55,72,94,46,54,47,87,59,46,45,Research Scientist (Genetics)
B.Sc. Genetics,78,88,91,56,75,44,44,68,53,64,93,47,55,46,84,52,56,41,Research Scientist (Genetics)
B.Sc. Genetics,60,96,97,54,60,41,50,63,54,64,93,46,44,42,94,44,47,46,Forensic Geneticist
B.Sc. Genetics,63,98,90,57,73,57,48,74,45,60,97,55,44,47,97,48,56,53,Clinical Geneticist
B.Sc. Genetics,70,81,96,40,73,52,52,72,59,62,81,51,50,57,98,56,60,46,Cytogeneticist
B.Sc. Genetics,72,100,84,58,60,41,50,68,40,78,89,52,41,52,84,60,42,45,Genetic Counselor
B.Sc. Genetics,75,99,100,56,74,55,58,60,54,65,82,42,48,51,95,49,55,47,Cytogeneticist
B.Sc. Genetics,65,94,86,60,70,42,58,75,52,73,88,57,56,58,80,57,47,44,Research Scientist (Genetics)
B.Sc. Genetics,62,83,93,46,79,48,43,63,49,74,99,42,60,57,84,43,45,40,Molecular Biologist
B.Sc. Genetics,61,81,94,50,62,54,47,79,45,67,84,40,42,45,93,54,52,45,Genomics Data Analyst
B.Sc. Genetics,78,100,90,45,66,44,40,73,52,66,94,60,60,51,94,48,48,43,Research Scientist (Genetics)
B.Sc. Genetics,75,83,88,40,80,41,50,60,43,76,85,42,52,60,80,48,58,50,Cytogeneticist
B.Sc. Genetics,76,86,99,45,74,40,57,69,55,71,83,57,40,41,90,43,60,51,Research Scientist (Genetics)
B.Sc. Genetics,65,94,92,44,69,50,50,66,51,78,93,44,59,57,97,45,48,54,Cytogeneticist
B.Sc. Genetics,77,84,96,52,72,42,48,60,53,72,100,54,53,50,83,41,53,42,Forensic Geneticist
B.Sc. Genetics,71,100,82,46,71,42,40,73,42,70,85,50,44,56,88,42,57,51,Clinical Geneticist
B.Sc. Genetics,80,97,87,47,66,47,42,66,45,66,89,58,57,53,81,46,40,45,Genetic Counselor
B.Sc. Genetics,60,96,95,56,68,60,48,69,40,69,80,45,47,59,98,55,59,45,Molecular Biologist
B.Sc. Genetics,65,86,91,52,80,42,60,77,56,65,91,44,47,42,82,47,45,40,Forensic Geneticist
B.Sc. Genetics,61,81,86,40,74,54,51,61,43,71,100,53,55,59,97,50,47,60,Molecular Biologist
B.Sc. Genetics,61,87,91,56,74,57,43,76,57,69,82,42,48,43,98,51,46,40,Research Scientist (Genetics)
B.Sc. Genetics,73,94,87,53,67,56,47,72,40,60,88,59,55,55,99,40,44,49,Clinical Geneticist
B.Sc. Genetics,61,80,83,47,75,48,43,62,43,67,82,42,48,46,96,56,48,42,Genomics Data Analyst
B.Sc. Genetics,63,84,89,59,68,43,43,60,60,74,88,44,58,49,83,41,52,59,Clinical Geneticist
B.Sc. Genetics,61,83,96,51,61,52,58,60,43,76,89,48,59,50,93,58,51,51,Genetic Counselor
B.Sc. Genetics,75,80,90,60,65,58,58,76,49,71,80,59,55,47,98,58,52,57,Genetic Counselor
B.Sc. Genetics,76,95,82,52,76,53,60,69,43,79,98,41,45,41,95,41,53,60,Genetic Counselor
B.Sc. Genetics,78,98,87,49,64,40,40,68,49,65,86,42,41,48,82,56,44,58,Clinical Geneticist
B.Sc. Genetics,73,91,86,57,63,58,58,74,48,70,94,44,40,55,100,52,42,56,Molecular Biologist
B.Sc. Genetics,71,97,95,45,77,47,46,79,53,77,81,43,46,43,93,42,56,45,Cytogeneticist
B.Sc. Genetics,72,98,99,51,71,56,57,65,40,75,85,41,60,43,85,53,44,59,Molecular Biologist
B.Sc. Genetics,78,93,85,50,65,47,54,75,46,68,94,47,44,54,89,46,42,49,Cytogeneticist
B.Sc. Genetics,70,95,83,56,62,41,60,63,60,73,87,60,50,46,88,46,51,47,Genomics Data Analyst
B.Sc. Genetics,69,87,81,43,62,44,43,65,43,60,93,55,40,59,94,45,54,45,Genomics Data Analyst
B.Sc. Genetics,77,88,97,49,71,57,48,79,58,67,94,57,48,52,90,40,48,54,Forensic Geneticist
B.Sc. Genetics,79,93,86,59,62,54,42,68,46,61,82,50,54,52,98,48,51,54,Research Scientist (Genetics)
B.Sc. Genetics,66,90,95,57,68,53,54,73,51,69,89,59,47,58,87,55,43,51,Cytogeneticist
B.Sc. Genetics,62,81,85,54,65,46,46,68,58,68,96,57,51,50,82,50,49,55,Forensic Geneticist
B.Sc. Genetics,80,90,100,42,77,57,54,65,45,64,94,52,53,45,92,40,55,55,Clinical Geneticist
B.Sc. Genetics,65,83,91,47,66,41,40,66,51,69,92,47,51,53,93,51,60,54,Molecular Biologist
B.Sc. Genetics,71,84,95,50,77,59,41,68,59,73,90,60,50,53,85,51,44,50,Forensic Geneticist
B.Sc. Genetics,77,83,89,44,74,46,48,71,57,65,81,43,43,50,81,48,56,52,Molecular Biologist
B.Sc. Genetics,80,95,82,51,70,53,43,80,57,65,90,42,58,50,86,47,43,57,Forensic Geneticist
B.Sc. Genetics,67,95,99,44,62,43,47,78,60,78,95,45,43,55,96,56,50,52,Cytogeneticist
B.Sc. Genetics,69,91,85,46,64,44,51,63,47,73,90,55,43,58,100,48,55,42,Molecular Biologist
B.Sc. Genetics,77,89,86,56,62,47,40,61,59,76,87,57,51,58,86,40,50,42,Molecular Biologist
B.Sc. Genetics,76,97,80,54,80,46,55,70,48,64,100,58,46,60,81,49,51,42,Forensic Geneticist
B.Sc. Genetics,64,82,84,47,64,58,44,70,46,70,92,47,60,59,80,50,43,60,Genetic Counselor
B.Sc. Genetics,63,86,89,49,75,46,55,72,51,75,87,51,45,43,90,45,46,52,Genetic Counselor
B.Sc. Genetics,71,89,99,46,66,60,60,60,48,67,87,42,52,42,100,53,52,58,Clinical Geneticist
B.Sc. Genetics,75,85,99,49,66,49,57,62,49,70,93,44,57,41,87,52,54,42,Molecular Biologist
B.Sc. Genetics,76,91,86,50,80,58,56,70,58,77,92,41,60,58,95,54,50,42,Genomics Data Analyst
B.Sc. Genetics,69,87,100,53,69,41,49,76,50,71,82,41,54,52,97,51,48,48,Cytogeneticist
B.Sc. Genetics,71,83,85,55,75,54,59,67,48,77,95,55,41,52,89,45,49,55,Genomics Data Analyst
B.Sc. Genetics,65,91,84,60,72,50,43,77,40,67,91,57,46,44,99,55,49,42,Research Scientist (Genetics)
B.Sc. Genetics,72,93,89,57,77,49,60,61,54,73,97,46,59,48,98,57,47,49,Genetic Counselor
B.Sc. Genetics,75,92,100,51,72,54,58,71,51,73,91,42,58,57,96,55,43,47,Molecular Biologist
B.Sc. Genetics,66,83,89,43,72,42,49,65,48,79,91,45,41,42,84,44,58,59,Forensic Geneticist
B.Sc. Genetics,61,81,99,50,78,55,53,76,54,70,95,56,51,46,87,43,52,43,Cytogeneticist
B.Sc. Genetics,75,97,89,59,64,48,49,64,40,67,82,45,56,59,100,58,44,49,Genomics Data Analyst
B.Sc. Genetics,80,85,83,48,79,58,43,71,60,62,85,51,41,51,94,60,47,47,Genetic Counselor
B.Sc. Genetics,74,95,84,60,77,51,58,79,49,77,89,48,43,57,99,59,47,43,Genetic Counselor
B.Sc. Genetics,80,89,94,49,76,55,46,64,47,69,93,56,54,51,86,56,40,43,Research Scientist (Genetics)
B.Sc. Genetics,63,89,99,57,77,43,53,77,49,72,97,45,42,47,81,43,51,48,Forensic Geneticist
B.Sc. Genetics,67,84,90,41,67,48,43,71,42,80,81,55,44,44,91,47,43,54,Research Scientist (Genetics)
B.Sc. Genetics,63,90,84,60,77,57,50,78,45,63,80,43,45,56,88,53,48,47,Clinical Geneticist
B.Sc. Genetics,67,94,94,48,76,52,60,63,56,67,98,40,52,59,90,43,49,48,Molecular Biologist
B.Sc. Genetics,73,90,83,44,71,43,47,79,54,74,96,46,57,48,98,49,57,58,Clinical Geneticist
B.Sc. Genetics,79,85,94,41,64,44,57,78,40,77,100,57,49,50,95,56,56,59,Genetic Counselor
B.Sc. Genetics,63,96,93,43,69,43,41,67,45,67,89,51,59,49,100,57,52,42,Genetic Counselor
B.Sc. Genetics,67,100,80,47,79,45,42,70,57,71,80,54,55,50,99,55,47,57,Molecular Biologist
B.Sc. Genetics,80,93,92,60,76,45,56,69,57,80,88,44,46,47,85,43,55,51,Genetic Counselor
B.Sc. Genetics,62,92,88,47,77,46,46,73,55,65,92,48,60,47,91,52,41,49,Forensic Geneticist
B.Sc. Genetics,69,82,85,55,67,45,52,64,43,75,98,41,52,60,97,57,41,57,Genomics Data Analyst
B.Sc. Genetics,68,88,90,54,78,43,41,67,53,68,81,52,48,45,86,42,59,56,Molecular Biologist
B.Sc. Genetics,64,92,84,42,69,57,58,79,60,79,92,52,44,52,99,48,49,60,Forensic Geneticist
B.Sc. Genetics,64,95,94,53,68,47,57,71,53,61,94,51,41,48,95,58,57,53,Genetic Counselor
B.Sc. Genetics,70,99,82,46,79,54,46,74,47,66,97,46,57,55,80,51,58,51,Molecular Biologist
B.Sc. Genetics,71,100,81,56,77,43,54,74,51,70,98,47,55,44,99,57,56,55,Clinical Geneticist
B.Sc. Genetics,75,98,90,44,67,41,51,77,60,76,95,55,57,49,82,57,40,46,Forensic Geneticist
B.Sc. Genetics,71,89,87,40,80,52,45,77,58,78,99,55,48,56,100,42,41,56,Forensic Geneticist
B.Sc. Genetics,60,82,84,41,66,49,44,75,42,76,85,53,41,45,97,58,41,53,Forensic Geneticist
B.Sc. Genetics,80,84,93,40,62,54,54,69,51,70,97,48,59,51,99,40,43,60,Genomics Data Analyst
B.Sc. Genetics,71,88,96,42,72,40,58,77,42,79,96,42,42,56,81,48,60,45,Research Scientist (Genetics)
B.Sc. Genetics,68,93,90,43,74,47,40,61,43,78,85,41,42,48,92,44,55,47,Research Scientist (Genetics)
B.Sc. Genetics,77,88,88,57,77,56,45,63,42,64,89,51,46,50,95,59,57,42,Forensic Geneticist
B.Sc. Genetics,75,95,100,48,64,51,50,61,45,78,93,58,49,47,92,41,43,57,Forensic Geneticist
B.Sc. Genetics,66,94,81,46,77,54,56,77,45,67,81,59,47,49,85,60,49,40,Genetic Counselor
B.Sc. Genetics,80,91,96,52,61,43,57,80,43,79,86,50,56,40,94,49,45,59,Research Scientist (Genetics)
